Time[s],0,1200.1,2400.2,3600.4,4800.5,6000.6,7200.8,8400.9,9601,10801.2,12001.3,13201.5,14401.6,15601.7,16801.9,18002,19202.1,20402.3,21602.4,22802.5,24002.7,25202.8,26402.9,27603.1,28803.2,30003.3,31203.5,32403.6,33603.7,34803.9,36004,37204.1,38404.3,39604.4,40804.6,42004.7,43204.8,44405,45605.1,46805.2,48005.4,49205.5,50405.6,51605.8,52805.9,54006,55206.2,56406.3,57606.4,58806.6,60006.7,61206.8,62407,63607.1,64807.2,66007.4,67207.5,68407.6,69607.8,70807.9,72008,73208.2,74408.3,75608.5,76808.6,78008.7,79208.9,80409,81609.1,82809.3,84009.4,85209.5,86409.7,87609.8,88809.9,90010.1,91210.2,92410.3,93610.5,94810.6,96010.7,97210.9,98411,99611.1,100811.3,102011.4,103211.5,104411.7,105611.8,106811.9,108012.1
200uM,328.112727664059,338.851938484532,354.759667494409,375.802454336401,395.42661314631,437.234408908961,479.33010551324,522.813148115802,587.079171122016,642.933023041517,719.093374963459,790.574867600493,859.547278151219,896.587911372217,959.49238934252,1003.85608159596,1036.07347984099,1098.15508111279,1152.19576880138,1204.98239522655,1255.23138310425,1299.21606592949,1365.58413510349,1423.43929981331,1455.62666336215,1544.07864064859,1572.9484251072,1638.47603961009,1688.40157964604,1736.46576299735,1801.16091982936,1850.7718360025,1910.43985713229,1947.98451912614,2015.34676521213,2066.92010166681,2118.80648389409,2168.47955746932,2217.53218884778,2271.35687676498,2304.91063820057,2360.05806428788,2399.99006938078,2448.75304340949,2496.73580243307,2553.43999926989,2625.25608523573,2693.52352728801,2737.40616295178,2809.184129245,2859.79446770452,2913.00310905135,2969.70588245574,3020.25241050687,3059.70946299434,3114.11716297297,3182.25160722735,3253.24923555863,3329.62167288293,3395.32927745668,3471.43833852696,3528.08573461691,3586.99113513368,3638.77437032904,3696.23943343905,3757.00372804904,3804.86511610372,3855.88059826807,3908.01052907564,3940.78261798497,3992.26526845315,4041.22976499669,4100.17639379484,4159.55106361645,4190.75980409924,4264.53159184994,4305.44215041543,4359.04117819855,4398.99931883647,4439.56923180266,4499.33195046808,4547.61546815693,4577.54880647137,4623.50624347688,4654.65562374852,4759.60027708375,4827.60757169529,4874.23237588803,4903.24900228911,4791.67927057603,5050.97754377198
200uM,338.412720720319,351.527826029104,370.508880249598,390.180593947513,403.362457601715,447.195545529224,491.535985286444,538.905958475771,600.850269662497,647.73311436835,719.060851948037,782.025836558804,841.894114014028,881.815842503403,938.500488820486,983.844110844503,1013.85566646537,1075.27398978686,1121.48941637918,1177.63099917914,1232.24353317802,1266.0769453267,1336.67266339606,1395.29767036915,1422.27501885102,1506.09664423893,1547.55653535761,1602.27118240524,1662.05832421226,1709.8530948539,1775.9023422434,1830.22330819946,1858.90735282395,1907.66016758738,1969.87880326927,2021.33224049826,2076.37275116617,2124.4394309824,2163.19758839317,2208.26938638832,2246.77085886489,2287.40142270645,2330.80257645042,2376.81695925595,2435.3984658159,2486.78115245447,2550.0368004498,2599.75335205612,2656.18220056415,2711.41763219579,2759.32242663618,2804.90189275995,2855.27344981384,2893.97750510835,2964.42253115804,3043.4360580255,3117.46713117896,3183.6499139338,3239.2469971701,3288.76250158826,3340.44330098291,3387.8177672048,3433.39779961406,3474.78844870148,3517.69076193327,3578.44270756433,3626.25750693682,3671.58436022539,3725.29753702971,3764.73468407695,3730.83654604172,3819.70420252685,3930.42513489675,3993.28257160906,4069.53745970883,4113.75148361682,4185.28771344111,4241.895519053,4321.51623216403,4416.31240108118,4468.15999544496,4532.80375001892,4635.28679940277,4677.81997042838,4789.14438599219,4863.35246673857,4956.54974254868,5068.35555323181,5164.03217251461,5474.43154344965,5302.04645582457
200uM,336.33195405644,342.511077379139,356.428022649436,369.178478857382,381.091427967045,417.605395524713,464.811289530839,505.128923887476,564.547974425616,609.824365254561,670.780695420524,739.427120209839,793.129209785354,825.449904283364,873.19982050011,913.689613576601,937.651093717361,998.076148446787,1039.36433414161,1083.17043248088,1128.56574403897,1162.5080473836,1225.12481309618,1281.19849225198,1313.95778508097,1394.13465646884,1430.40606328092,1487.25678885121,1541.2053553883,1605.36217178161,1657.28173621813,1716.72143192998,1777.76595022615,1826.60508626586,1888.4912801258,1936.48222466347,1987.5831951115,2038.96949873981,2095.11161091735,2149.20093627345,2198.46312356322,2255.00092996659,2299.04901942008,2334.9056215207,2390.15942757376,2443.07653753098,2496.93110227038,2549.32721638093,2597.20432449235,2641.18736835087,2685.8141793678,2714.83484988876,2764.25219902686,2807.63360533626,2851.36490938048,2915.5480893186,2976.67066447049,3017.59432075402,3069.44373914121,3121.98036042215,3175.19137676949,3231.25019054958,3275.16831208369,3340.17345335911,3393.69993417426,3479.32832090098,3513.6891622643,3625.73087598249,3689.29571027752,3765.91332915778,3949.65033543356,3969.66385791942,3987.87072237022,4027.99677282271,4104.44812633688,4167.16084037465,4229.25277804778,4283.49847290466,4326.15511863682,4367.66319853038,4451.08873711713,4474.33741291166,4533.38837102813,4633.34567187265,4693.42957049105,4769.00296330066,4843.09202765726,4895.12161871495,4933.60380003757,5017.21087811917,5033.23440568871
200uM,315.075386563746,330.768060424031,346.637894062701,372.748612313815,386.405451705658,429.849262314462,468.14814125832,503.195650356558,564.887713599119,621.045171979351,690.216169938146,753.466545257284,810.784103467553,854.230567424923,916.002346184138,957.693226573507,981.975733444001,1045.11798067266,1109.19699837948,1159.5460833329,1206.19636640346,1243.06566611919,1314.39676559992,1367.94962755765,1400.43827854476,1478.89308615087,1510.87577344361,1566.47370781695,1616.48094554384,1668.75434307483,1713.30127641501,1770.83619380108,1818.56887993801,1861.55088207601,1898.15121264796,1954.85764350662,1983.69422627639,2029.526996342,2071.43324740475,2114.69768774337,2152.00272375469,2194.30167258877,2230.82825457668,2279.19383789582,2306.9370324894,2347.74295952676,2390.70956026481,2424.68132032749,2470.04186361345,2511.61796322968,2556.48664147097,2575.40102510442,2641.93895608621,2719.30597521878,2780.6900914595,2855.9133369177,2913.13205152522,2958.69041802891,3012.2839013942,3073.34426861714,3111.72091609421,3151.5448430598,3203.90704289743,3258.09214927315,3306.10690744085,3353.94100384619,3388.9482931538,3446.87199171231,3484.38850289766,3521.93226312097,3587.56914451786,3626.7500793367,3668.83738511044,3749.87175482034,3774.07405039455,3817.01930556604,3862.17019557813,3903.64787466829,3960.37808581129,3982.92580671724,4062.0346739516,4093.47200641005,4156.17249411389,4197.41198655558,4209.37755509139,4187.7714323704,4267.11278932182,4263.01391896371,4267.70941243765,4163.6587460896,4502.94079993851
100uM,482.083030713565,481.290768813191,476.115017091415,474.487312686279,482.795258248302,519.314155811803,560.139473904035,602.4149192073,671.047655753894,727.726408247034,794.471205341852,864.028173703593,926.063806677158,955.971300933112,1015.33939056203,1059.48058634289,1090.32158502836,1149.98508174166,1194.84850384058,1241.89730669882,1288.03609370038,1324.70246682718,1384.15625322148,1437.56791631098,1474.13433987884,1556.96365827122,1590.16624671484,1645.30243383113,1694.15916262497,1757.14724943403,1796.98796820837,1860.66487099643,1916.36488256718,1969.60939013278,2026.87800480833,2085.59427928166,2145.72850888521,2205.22098549857,2253.82219474149,2311.95446342913,2363.01220607958,2417.06885596067,2442.84300126971,2482.53759628794,2528.72934339789,2583.44146675252,2649.60534786055,2683.88591285715,2724.41490071964,2780.027751215,2819.52588058196,2858.06893163835,2921.53605114292,2964.76567169484,3029.78899791349,3088.37519320113,3157.35272971279,3224.70601802879,3270.99125152869,3337.41136176343,3375.71083956425,3440.90439497203,3478.10286272513,3534.24674020319,3583.55208757283,3647.26547742581,3706.11992813389,3762.96792188795,3824.10678242065,3883.60703032864,3900.35131129386,3937.12420991274,4006.48622025789,4085.77103610012,4097.23404165576,4159.49494239694,4203.23510882679,4255.47004063787,4292.56266667053,4249.3493778245,4273.90400552756,4311.41749924224,4306.42158246548,4306.7233822174,4311.68600036453,4275.45343744437,4254.1909163066,4178.81067232311,4132.78983020968,3998.89580990675,3894.58746462524
100uM,493.461715141204,489.354295746843,487.175343761659,486.170045108167,493.870396330172,530.911261472157,575.278593394073,619.103664066628,692.513725503244,752.461307394966,824.750485866777,891.983545016733,954.812608478577,986.370877548818,1044.04655530842,1091.61155249651,1125.5341374876,1190.84434994705,1236.33805670242,1285.56040767679,1331.94300057552,1373.17300755062,1441.319962919,1497.58608156609,1528.09941718034,1616.41213027458,1655.05641905968,1711.46699937989,1775.58997931245,1833.6993958374,1888.92166735837,1942.98444509671,2009.21322542001,2061.33282716728,2129.2634317023,2188.70269691595,2244.47627919406,2300.61574592217,2356.79727536337,2419.76697642513,2471.82524714355,2512.32298516215,2543.55107658767,2595.96097056778,2644.91090929758,2696.25182460153,2737.83839866027,2787.34870401273,2831.56990010412,2894.88584154397,2930.04268545683,2954.2392091072,3021.56112043875,3081.76522308917,3144.56026276814,3209.83904083435,3269.60358303528,3333.81957375565,3515.22182363203,3603.86186466136,3630.75994267293,3522.34894344171,3593.02989795735,3624.46210013184,3658.75330743712,3718.17709325986,3777.01900711265,3844.02542642263,3871.67105516121,3947.41010422606,3997.83019081968,4051.61501373745,4140.75632086655,4135.09130435863,4174.01331849565,4207.44733152112,4231.37983644814,4258.42590378207,4243.42317105808,4183.74016556904,4111.66577013864,4037.86518155763,3961.13034415181,3930.84777133279,3881.63082552932,3859.83360626973,3828.37054501387,3826.29225368047,3762.63288919872,3643.66462989342,3594.95351565687
100uM,493.226348019843,494.563870002836,496.834627180871,501.570526470657,516.956532814782,563.801505672547,616.840270791461,662.304617211016,749.296814309247,821.617253412057,911.609888300077,997.740962335334,1086.91696724542,1152.17952453693,1229.02757520505,1296.31377797101,1348.44662575279,1432.43980775831,1516.32382661115,1594.64759669718,1661.36213296322,1698.30500629038,1777.52506916515,1859.85092712856,1897.86613158539,1996.86617124784,2041.52706511017,2126.24635705568,2185.66386884058,2254.49431865334,2315.50382582277,2382.70056845842,2441.13489975149,2491.09260242317,2557.45390516158,2615.15103960007,2668.32110847091,2724.33574467347,2777.71830428893,2846.44247551747,2885.49905205038,2923.99159626424,2983.47659298076,3025.76063607432,3067.61468014106,3112.08721542259,3158.20865159055,3202.08608281626,3237.52530247267,3311.10804614902,3392.99756145879,3480.57713179591,3570.72239211458,3648.09797145005,3708.36183729701,3787.35175870189,3852.54475336111,3925.31634907829,3982.56426670649,4055.04916160781,4091.86451019458,4184.00226293564,4252.33367114854,4287.26880699873,4333.33831775701,4390.96696988479,4435.32514893724,4457.70356417068,4463.97830555097,4397.4017360045,4502.32062243232,4680.84746288823,4862.8653122741,4928.78090284778,4735.44184357217,4603.95665549373,4292.18994907607,3859.60806297295,3591.70387122389,3442.55175534409,3345.81982855704,3271.43773207911,3276.99693192447,3269.14571955114,3285.1883535647,3292.07986261228,3261.92747521418,3244.03972215673,3237.27690249258,3209.17678272307,3188.27010890814
100uM,506.683499301304,502.752290553852,511.388778251268,511.610445946957,509.578021480063,540.626320364544,581.50736389415,621.398344347775,685.400678841638,745.654972332951,826.85008279979,885.500459467695,941.357095145304,977.323957916187,1037.9832012069,1074.94763913783,1101.13158817862,1148.13586688376,1196.06570346003,1252.65971105324,1305.5652217064,1345.62791955927,1415.54414642839,1478.64806192073,1507.14170970836,1595.99569388578,1632.59975469115,1696.38776719178,1743.65162032268,1790.51026966915,1840.00474466285,1882.17162521777,1932.31346180387,1967.65810693211,2020.45812355638,2061.27409815499,2102.51768132856,2129.0580120599,2166.69749172084,2211.24223147381,2250.90357659092,2295.21090245404,2345.64712440028,2407.94466595616,2457.24689970709,2515.4804231198,2558.5035310353,2594.27234794096,2629.99601179269,2708.34490475744,2768.85750365717,2836.68940836439,2917.92681511591,2956.82044929897,3021.07375872023,3061.03567765511,3130.57533952085,3165.12604908574,3203.91642529652,3262.56011835947,3307.12898079876,3378.14806035175,3418.00706133638,3483.66172031229,3529.52143063327,3608.40970616894,3672.15101757227,3758.94452601239,3811.28784449119,3886.66079953389,3959.70310618321,4013.79150938498,4110.03850974188,4182.75508407986,4244.4102932551,4334.15581520141,4349.72719215458,4460.37041004095,4528.49202037837,4584.31935391059,4648.36297815311,4576.01933783787,4635.75456462362,4714.08317577425,4754.95654700411,4755.60599749304,4943.42824896503,4866.64039491725,4445.50884995026,4247.31079970124,3879.62106414006
100uM,466.344541477163,464.413698080957,469.800832560434,478.081664080939,478.760368317451,515.602366063447,540.959420340361,578.117563919545,634.941146344878,690.334464906764,762.761701190039,826.028053968418,878.244645777651,918.281058146571,978.957299469665,1029.97246160897,1053.86833619114,1108.72892963672,1157.18483131647,1218.10895498695,1259.80017543768,1301.76235899166,1381.30792840961,1427.55374171035,1461.44258970839,1542.78033696392,1568.30046388628,1612.78902183771,1664.8641931306,1706.62816667325,1759.90828827903,1808.70513961036,1851.66838723622,1889.20513415993,1939.14050072923,1973.18003630497,2017.94556790895,2057.543692623,2082.09197799248,2133.03657767851,2171.36557007016,2203.16184657323,2238.298122424,2276.2038607406,2317.45023426106,2348.45075609238,2382.3678404347,2413.07011456802,2444.60860544417,2509.09805722394,2573.63933298456,2652.14610570322,2712.3264510533,2766.85483494299,2827.60574266206,2888.62417304174,2942.3889753665,2995.83853898423,3050.7061699638,3105.42608262587,3139.86130076969,3206.06987886794,3258.92722823367,3318.25148282115,3375.21108502434,3438.06371777607,3516.02409518735,3569.72626019045,3642.59360973414,3725.05408181862,3777.11909868672,3838.00554962346,3924.11808228273,4033.15000595189,4082.11168107504,4197.66372471892,4253.67691909465,4310.21095729354,4414.5652965574,4492.53974706517,4595.60335815719,4680.81617331443,4663.15020932893,4730.94949703654,4830.00246824938,4855.04584074638,4790.50653963911,4745.08429179068,4818.12232460387,4791.20511396477,4679.24595246505
10uM,823.134740886563,756.137456257157,703.921818620602,658.948164644994,621.87533245834,642.544440224751,665.054015057524,691.430578846751,755.415715326844,807.696012117177,878.442177112811,958.565518495158,1050.82072022821,1101.8460425696,1172.5352748933,1214.41271923576,1244.94635986622,1321.22579900175,1378.96790103888,1438.9759011905,1492.29042765661,1531.90952579629,1606.0643413595,1669.28839848461,1703.05074750618,1795.19621786068,1823.07020005528,1887.42812472257,1943.66144610514,1987.47341116503,2035.73763532587,2087.21200084043,2139.85791672103,2178.73793750571,2236.77863346179,2271.60272177548,2330.61283767669,2394.0719959314,2445.00500646449,2511.73356410787,2582.93231356514,2665.14366582988,2723.56991169578,2814.23477921466,2881.11469839504,2944.91865963273,3015.82141862342,3103.80863570564,3179.65963329803,3282.31685496791,3358.18940995903,3447.89300218166,3539.4970349863,3618.16886016376,3688.85233689103,3756.56024276292,3842.80557313034,3902.02986624446,3957.69079038293,4015.88933456612,4072.02949657825,4113.18827381549,4183.69153925412,4229.70704827017,4288.19765815405,4334.58845135199,4392.49309934913,4400.98013143568,4422.06749022233,4470.537203785,4507.35795071371,4546.18961578945,4597.56211584811,4621.65951177337,4655.52571638701,4684.20140841146,4727.50386239875,4742.60939224643,4767.19449659407,4805.21284336782,4854.51007976257,4910.70300914176,4918.14036440508,4993.82952750839,5001.40222015325,5058.30556860437,5116.23642061703,5177.28297020708,5207.05923615761,5262.20461999117,5325.81196890068
10uM,798.927622622376,725.122964336077,685.179154608678,634.863589287089,601.644357043652,619.457801348064,630.007151470231,665.844988797937,717.971865902707,773.563146980509,842.251860546562,909.545405568819,992.839765152371,1031.19907667549,1088.52358557931,1138.23172106104,1168.35330949091,1239.19884549417,1281.23652587616,1336.13546437853,1382.83189470255,1422.42978783618,1490.31380460117,1534.82061756881,1571.00876704077,1651.68780926646,1673.00177681879,1728.06212170245,1777.87454717369,1825.19106876507,1875.9337974141,1922.5770795017,1980.75616894086,2003.24255686525,2058.36416783598,2100.7063993887,2151.61013562587,2197.3205252335,2267.87664961002,2307.02864508664,2361.42150561153,2416.66910725922,2491.99289806764,2549.2647153791,2620.52826825297,2682.61845783404,2762.06675086318,2849.42916919672,2924.03819889201,2991.96510194189,3072.91669588198,3153.34327979447,3253.4690463655,3317.58977513455,3379.80503416746,3442.24006742857,3504.92957626515,3554.49370524135,3603.32434484525,3668.6889010925,3706.30742079905,3745.62895918986,3781.55373937031,3821.02795084425,3860.64033008027,3900.1183403341,3917.74427675794,3938.55628697401,3939.11684835375,3949.87401288034,3985.76362821136,4014.65208817496,4041.79713667883,4093.27303380235,4103.75649441286,4159.29423927207,4188.20792315568,4223.84053703594,4264.14627100353,4301.85675959318,4346.86933928015,4369.28371188264,4435.61268643915,4470.1917220117,4527.22764222108,4570.4874094346,4606.08070218737,4658.14289910068,4684.01028428698,4731.96933618626,4769.58218900945
10uM,842.177105082592,765.888123657269,718.694714733442,666.173506252981,635.812995122714,657.860305202708,668.660646721908,707.115365924943,771.073009404161,825.619565415439,899.037403755454,969.406705118781,1050.65969474057,1092.54475844588,1159.80549992822,1220.22230032443,1247.63589996196,1324.36125356559,1365.21214873789,1420.14852002735,1472.8936570617,1504.15567125685,1576.12414251777,1630.0548707526,1663.72892032968,1748.93199569309,1768.88141340915,1824.97165689632,1880.34180905177,1928.74942822413,1986.56579151717,2034.37121885657,2092.77101832775,2148.41782863436,2226.12016297923,2287.99538586342,2341.48415332639,2388.28107101768,2470.01837364358,2543.06609873703,2595.53241180904,2681.05399973064,2754.87482988678,2824.97913042224,2876.7142534897,2968.68326682311,2948.74240157473,3036.04352759676,3118.25580301932,3204.99734805234,3257.49249720139,3350.1800789031,3445.75276220931,3510.49413091609,3585.18308380526,3660.56262358551,3720.76714715733,3782.1466359057,3833.82160831746,3887.08741326585,3909.16847565271,3942.47397404327,3977.45605161439,4007.97113817636,4023.34442413578,4057.69891271136,4061.26217289908,4077.22735421234,4081.84639365537,4097.14118102201,4116.84230827069,4157.68035608179,4195.15619803848,4241.71808423485,4282.63007527187,4340.77152473775,4370.7311966863,4401.88242716425,4441.44062701904,4489.68625216594,4539.28317795387,4570.68611427009,4610.0112313111,4643.05557864287,4678.7075609784,4727.10399996692,4769.48219795136,4802.65154323466,4851.60744606046,4879.12805728668,4941.33745298435
10uM,832.672525717867,751.420295989147,712.42230546633,663.103835899988,629.279416974464,644.784662660307,665.35046371228,695.55424857001,759.787494558702,805.339403170087,877.879803511359,951.172194771379,1033.05694527767,1074.35101609527,1140.92799081069,1197.43916668661,1230.05836534516,1292.21878280631,1336.32969588142,1392.24562904157,1428.43412001958,1474.42683165556,1535.13895811949,1588.0906259474,1618.38268303076,1699.15990423367,1714.32070968289,1769.24665272101,1825.38456230215,1864.44134232231,1922.76024010441,1962.83252591717,2014.13769787833,2071.67986480861,2110.35240218436,2147.95241051029,2183.32599796574,2222.75703603573,2286.93558113021,2359.15714509057,2409.23697386368,2481.91289129427,2569.20202846604,2631.68096515436,2713.76179922238,2787.92517364238,2879.03101666475,2968.25283071262,3046.58723465985,3140.40127982332,3201.01351937481,3294.9728065352,3420.96670272251,3508.69266054894,3620.05999096829,3714.00403841292,3818.54550398746,3887.18736297809,3941.60692020518,4006.69410061781,4058.07143776659,4089.93322928404,4121.80064537548,4190.01596770819,4205.64755084231,4260.83169683868,4264.3462546696,4300.05792528471,4324.3763024555,4369.55993833094,4396.31407727116,4439.60141028673,4479.17342773512,4536.63984627335,4573.08771858037,4641.12553464718,4691.31757697701,4741.6157767884,4762.15760241072,4792.99078384016,4885.34070262535,4895.34401914902,4944.14889009981,4985.69430639915,5017.61276418177,5082.71175139115,5120.44452452568,5142.28270817265,5192.37156969955,5245.39191936822,5261.1497153208
